pmid,qid,question,chunk_ids,sections,scores
37941373,9,Which HIV genes were reported to have been sequenced?,13|11|15|14|9,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Conclusion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Resistance mutations to INSTIs",7.9337|6.2475|4.4030|3.6153|3.0988
37946329,1,Does the paper report HIV sequences from patient samples?,1|2|3|12|7,"Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China > Funding|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China",4.7797|4.7797|3.4303|1.4936|1.4832
37946329,10,What method was used for sequencing?,3|11|6|4|9,"Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China",4.8480|3.5955|0.4869|0.4540|0.3848
37946329,11,What type of samples were sequenced?,1|2|5|3|11,"Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China",4.4917|4.4917|2.0678|1.6560|1.2743
37946329,12,How many individuals had samples obtained for HIV sequencing?,3|1|2|6|11,"Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China",3.1143|2.8506|2.8506|2.4828|1.1262
37946329,13,Were the patients in the study in a clinical trial?,9|1|2|11|4,"Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China",4.7764|3.5135|3.5135|3.1453|3.1284
37946329,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,3|10|1|2|6,"Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China",3.9657|3.6589|3.6105|3.6105|3.3693
37946329,15,Which drug classes were received by individuals in the study before sample sequencing?,9|1|2|11|10,"Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China",5.6655|5.3650|5.3650|4.6343|4.3192
37946329,16,Which drugs were received by individuals in the study before sample sequencing?,9|1|2|11|10,"Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China",5.2068|5.0193|5.0193|4.5390|2.6798
37946329,2,Does the paper report in vitro drug susceptibility data?,3|4|10|1|2,"Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China",3.8261|1.8944|1.8070|1.7050|1.7050
37946329,3,What were the GenBank accession numbers for sequenced HIV isolates?,3|1|2|5|4,"Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China",6.7903|3.5579|3.5579|2.0899|1.0698
37946329,4,What were the GenBank accession numbers for sequenced HIV isolates?,3|1|2|5|4,"Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China",6.7903|3.5579|3.5579|2.0899|1.0698
37946329,5,From which countries were the sequenced samples obtained?,1|2|3|11|9,"Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China",4.3615|4.3615|3.0911|2.5262|2.4055
37946329,6,From which countries were the sequenced samples obtained?,1|2|3|11|9,"Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China",4.3615|4.3615|3.0911|2.5262|2.4055
37946329,7,From what years were the sequenced samples obtained?,1|2|8|7|5,"Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China",4.3615|4.3615|3.2316|2.9746|2.0899
