PMID,QID,question,evidence,rationale,answer
37914679,15,Which drug classes were received by individuals in the study before sample sequencing?,The study enrolled HIV-1 ART-naïve patients.,"The paper mentions that the study enrolled HIV-1 ART-naïve patients, which suggests that the individuals in the study had not received any ARV drugs before sample sequencing.",None
37914679,16,Which drugs were received by individuals in the study before sample sequencing?,The study enrolled HIV-1 ART-naïve patients.,"The paper mentions that the study enrolled HIV-1 ART-naïve patients, which suggests that the individuals in the study had not received any ARV drugs before sample sequencing.",None
37920909,1,Does the paper report HIV sequences from patient samples?,"The current study recruited 629 ART-naïve individuals from Tianjin Second People's Hospital between January 1, 2020, and April 1, 2023. Before initiating ART, 5 mL of blood was collected from the participants.","The paper mentions that 5 mL of blood was collected from the participants before initiating ART, which implies that the blood samples were used for HIV sequencing.",Yes
37920909,2,Does the paper report in vitro drug susceptibility data?,Not applicable.,The paper does not mention any in vitro drug susceptibility data.,No
37920909,3,Were sequences from the paper made publicly available?,Not applicable.,The paper does not mention whether the sequences were made publicly available.,Not reported
37920909,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not applicable.,The paper does not provide any GenBank accession numbers for the sequenced HIV isolates.,Not reported
37920909,5,How many individuals had samples obtained for HIV sequencing?,"The current study recruited 629 ART-naïve individuals from Tianjin Second People's Hospital between January 1, 2020, and April 1, 2023.","The paper mentions that 629 individuals were recruited for the study, which implies that their samples were obtained for HIV sequencing.",629
37920909,6,From which countries were the sequenced samples obtained?,"The study was conducted in Tianjin, China.","The paper mentions that the study was conducted in Tianjin Second People's Hospital, which is located in Tianjin, China.",China
37920909,7,From what years were the sequenced samples obtained?,"The study recruited participants between January 1, 2020, and April 1, 2023.","The paper mentions the time period during which the participants were recruited, which implies that the samples were obtained during this time period.",2020-2023
37920909,8,Were samples cloned prior to sequencing?,"After RNA extraction, an in-house genotyping method and standard Sanger sequencing were used to amplify and sequence HIV-1 integrase genes.","The paper mentions that Sanger sequencing was used, which implies that the samples were not cloned prior to sequencing.",No
37920909,9,Which HIV genes were reported to have been sequenced?,The HIV-1 integrase genes were sequenced.,The paper mentions that the HIV-1 integrase genes were sequenced.,IN
37920909,10,What method was used for sequencing?,"After RNA extraction, an in-house genotyping method and standard Sanger sequencing were used to amplify and sequence HIV-1 integrase genes.","The paper mentions that Sanger sequencing was used, which implies that the sequencing method was Sanger sequencing.",Sanger sequencing
37920909,11,What type of samples were sequenced?,"Before initiating ART, 5 mL of blood was collected from the participants.","The paper mentions that 5 mL of blood was collected from the participants, which implies that the blood samples were used for sequencing.",Plasma
37920909,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The study recruited ART-naïve individuals.,"The paper mentions that the study recruited ART-naïve individuals, which implies that the sequences were not obtained from individuals with virological failure on a treatment regimen.",No
37920909,13,Were the patients in the study in a clinical trial?,The study was carried out in accordance with the Declaration of Helsinki and with the approval of the Tianjin Second People's Hospital's Ethical Committee.,"The paper mentions that the study was carried out in accordance with the Declaration of Helsinki and with the approval of the Tianjin Second People's Hospital's Ethical Committee, which implies that the study was a clinical trial.",Yes
37920909,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The study recruited ART-naïve individuals.,"The paper mentions that the study recruited ART-naïve individuals, which implies that the sequences were not obtained from individuals who had previously received ARV drugs.",No
37920909,15,Which drug classes were received by individuals in the study before sample sequencing?,The study recruited ART-naïve individuals.,"The paper mentions that the study recruited ART-naïve individuals, which implies that the individuals had not received any drug classes before sample sequencing.",None
