pmid,qid,question,chunk_ids,sections,scores
41091504,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,2|44|34|33|1,Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 4. CONCLUSIONS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 3. RESULTS AND DISCUSSION|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 3. RESULTS AND DISCUSSION|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning,4.4603|4.3885|3.9603|3.6882|3.2860
41091504,15,Which drug classes were received by individuals in the study before sample sequencing?,30|44|9|42|6,Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 3. RESULTS AND DISCUSSION|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 4. CONCLUSIONS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 4. CONCLUSIONS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS,7.3165|6.9698|5.5257|5.3541|5.0181
41091504,16,Which drugs were received by individuals in the study before sample sequencing?,30|44|9|6|5,Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 3. RESULTS AND DISCUSSION|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 4. CONCLUSIONS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS,6.0157|5.9262|5.5257|5.0181|4.9853
41091504,2,Does the paper report in vitro drug susceptibility data?,34|3|33|41|2,Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 3. RESULTS AND DISCUSSION|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 3. RESULTS AND DISCUSSION|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 4. CONCLUSIONS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning,5.0870|4.9705|4.7291|4.3574|4.1527
41091504,3,What were the GenBank accession numbers for sequenced HIV isolates?,13|9|11|7|12,Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS,2.0903|1.9706|1.9675|1.8086|1.7858
41091504,4,What were the GenBank accession numbers for sequenced HIV isolates?,13|9|11|7|12,Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS,2.0903|1.9706|1.9675|1.8086|1.7858
41091504,5,From which countries were the sequenced samples obtained?,2|22|18|11|36,Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 3. RESULTS AND DISCUSSION|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 3. RESULTS AND DISCUSSION|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 3. RESULTS AND DISCUSSION,4.2084|2.8412|2.8079|2.7343|2.6747
41091504,6,From which countries were the sequenced samples obtained?,2|22|18|11|36,Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 3. RESULTS AND DISCUSSION|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 3. RESULTS AND DISCUSSION|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 3. RESULTS AND DISCUSSION,4.2084|2.8412|2.8079|2.7343|2.6747
41091504,7,From what years were the sequenced samples obtained?,2|13|11|7|12,Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS,4.2084|1.9115|1.8093|1.6812|1.6276
41091504,8,Were samples cloned prior to sequencing?,18|2|44|11|13,Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 3. RESULTS AND DISCUSSION|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 4. CONCLUSIONS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS,4.7886|3.6554|2.7346|1.3424|1.3376
41091504,9,Which HIV genes were reported to have been sequenced?,19|44|31|30|42,Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 3. RESULTS AND DISCUSSION|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 4. CONCLUSIONS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 3. RESULTS AND DISCUSSION|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 3. RESULTS AND DISCUSSION|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 4. CONCLUSIONS,5.2601|5.0319|4.3826|4.2512|4.0911
41093949,1,Does the paper report HIV sequences from patient samples?,5|11|10|26|22,In vitro comparison of the susceptibilities of the same drug resistance mutations to reverse-transcriptase inhibitors of subtype B and CRF01_AE HIV-1 strains > Materials and methods > Selection of RTI DRMs|In vitro comparison of the susceptibilities of the same drug resistance mutations to reverse-transcriptase inhibitors of subtype B and CRF01_AE HIV-1 strains > Results > Screening of DRMs associated with RTIs|In vitro comparison of the susceptibilities of the same drug resistance mutations to reverse-transcriptase inhibitors of subtype B and CRF01_AE HIV-1 strains > Materials and methods > Statistical analysis|Data availability|Discussion,7.5246|4.9390|4.1493|3.0927|2.9697
